Index;Close
215;6460.810059
216;6581.129883
217;6390.839844
218;6458.830078
219;6560.060059
220;6594.839844
221;6433.209961
222;6472.339844
223;6615.870117
224;6583.439941
225;6656.259766
226;6628.339844
227;6675.180176
228;6816.370117
229;6833.209961
230;6774.890137
231;6667.750000
232;6648.799805
233;6509.049805
234;6513.939941
235;6649.649902
236;6656.350098
237;6605.569824
238;6681.959961
239;6644.479980
240;6643.479980
241;6769.120117
242;6821.870117
243;6815.479980
244;6893.209961
245;6963.549805
246;6952.560059
247;6964.370117
248;6888.540039
249;6929.970215
250;6901.629883
251;6866.250000
252;6905.529785
253;6893.620117
254;6953.629883
255;6949.700195
256;6960.919922
257;6926.540039
258;6976.370117
259;6967.729980
260;7083.930176
261;7143.569824
262;7166.750000
263;7210.080078
264;7152.830078
265;7152.620117
266;7168.479980
267;7209.180176
268;7205.259766
269;7279.589844
270;7255.759766
271;7251.410156
272;7228.040039
273;7280.700195
274;7217.490234
275;7197.509766
276;7038.169922
277;7068.200195
278;6969.669922
279;7031.600098
280;7040.799805
281;7097.819824
282;7014.549805
283;7101.049805
284;7207.330078
285;7276.000000
286;7282.600098
287;7243.979980
288;7366.250000
289;7375.819824
290;7357.899902
291;7403.890137
292;7390.129883
293;7352.359863
294;7350.229980
295;7371.779785
296;7406.250000
297;7508.589844
298;7400.750000
299;7296.779785
300;7193.100098
301;7231.979980
302;7272.890137
303;7372.149902
304;7395.490234
305;7438.990234
306;7462.649902
307;7469.549805
308;7466.959961
309;7408.299805
310;7401.169922
311;7447.169922
312;7354.660156
313;7374.290039
314;7377.540039
315;7371.419922
316;7397.229980
317;7424.600098
318;7413.839844
319;7485.399902
320;7559.129883
321;7570.250000
322;7660.180176
323;7642.669922
324;7654.549805
325;7622.319824
326;7523.259766
327;7453.169922
328;7430.259766
329;7447.680176
330;7507.870117
331;7488.060059
332;7561.689941
333;7545.500000
334;7434.729980
335;7494.399902
336;7490.319824
337;7569.029785
338;7531.069824
339;7548.750000
340;7563.189941
341;7563.089844
342;7629.569824
343;7627.649902
344;7645.450195
345;7628.279785
346;7637.430176
347;7490.000000
348;7399.009766
349;7352.819824
350;7371.620117
351;7044.500000
352;6964.029785
353;7157.209961
354;7068.669922
355;7276.430176
356;7278.629883
357;7116.089844
358;7107.229980
359;7141.209961
360;7118.669922
361;6789.149902
362;7016.390137
363;6852.399902
364;6713.899902
365;6810.120117
366;6967.100098
367;7069.169922
368;6965.290039
369;6937.089844
370;6988.850098
371;7203.129883
372;7158.589844
373;7039.149902
374;6829.100098
375;6830.910156
376;6769.870117
377;6890.450195
378;6867.020020
379;6642.919922
380;6526.959961
381;6575.660156
382;6527.350098
383;6678.339844
384;6701.040039
385;6913.330078
386;6892.399902
387;6949.009766
388;7062.129883
389;6795.209961
390;6838.850098
391;6613.279785
392;6682.740234
393;6704.240234
394;6763.959961
395;6767.970215
396;6594.959961
397;6448.390137
398;6491.520020
399;6342.970215
400;6243.189941
401;6046.560059
402;5899.350098
403;6262.770020
404;6288.299805
405;6285.270020
406;6329.970215
407;6360.870117
408;6147.129883
409;6422.669922
410;6488.250000
411;6551.850098
412;6600.689941
413;6620.939941
414;6601.399902
415;6541.040039
416;6669.640137
417;6668.560059
418;6718.450195
419;6784.609863
420;6646.810059
421;6658.759766
422;6702.549805
423;6787.370117
424;6697.089844
425;6632.790039
426;6807.910156
427;6906.839844
428;6875.520020
429;6959.959961
430;7023.520020
431;6997.620117
432;6904.979980
433;6913.129883
434;6909.180176
435;7014.669922
436;7015.879883
437;7022.419922
438;7055.180176
439;7066.609863
440;7062.339844
441;7035.160156
442;7090.629883
443;7115.430176
444;7123.220215
445;7117.000000
446;7097.529785
447;7151.569824
448;7150.830078
449;7156.790039
450;7112.470215
451;7026.879883
452;7015.689941
453;7164.020020
454;7201.279785
455;7256.979980
456;7243.009766
457;7306.990234
458;7326.279785
459;7349.279785
460;7380.750000
461;7493.270020
462;7326.060059
463;7316.959961
464;7351.149902
465;7308.189941
466;7320.470215
467;7378.770020
468;7478.419922
469;7499.640137
470;7544.970215
471;7540.569824
472;7578.839844
473;7599.740234
474;7568.490234
475;7611.490234
476;7594.890137
477;7628.149902
478;7629.120117
479;7654.729980
480;7680.720215
481;7689.720215
482;7713.490234
483;7810.709961
484;7784.410156
485;7816.919922
486;7826.680176
487;7839.040039
488;7781.459961
489;7751.850098
490;7724.060059
491;7845.729980
492;7794.089844
493;7640.149902
494;7617.549805
495;7582.750000
496;7586.529785
497;7324.129883
498;7401.879883
499;7503.250000
500;7580.140137
501;7503.680176
502;7376.700195
503;7451.020020
504;7420.660156
505;7307.930176
506;7300.959961
507;7278.379883
508;7216.859863
509;7245.399902
510;7127.959961
511;6978.020020
512;7166.750000
513;7220.899902
514;7275.930176
515;7417.290039
516;7501.930176
517;7513.850098
518;7472.290039
519;7510.680176
520;7479.109863
521;7526.520020
522;7635.399902
523;7667.740234
524;7738.049805
525;7728.779785
526;7723.020020
527;7591.540039
528;7627.049805
529;7657.049805
530;7671.080078
531;7768.140137
532;7799.819824
533;7857.689941
534;7841.299805
535;7785.790039
536;7826.859863
537;7903.399902
538;7896.779785
539;7943.240234
540;7966.930176
541;7927.080078
542;7888.759766
543;7904.129883
544;7834.899902
545;7905.120117
546;7954.560059
547;8010.609863
548;7929.870117
549;8016.950195
550;7989.080078
551;7952.470215
552;7848.779785
553;7801.149902
554;7692.799805
555;7415.689941
556;7521.319824
557;7551.899902
558;7724.830078
559;7646.270020
560;7561.680176
561;7728.149902
562;7490.129883
563;7484.890137
564;7604.109863
565;7719.319824
566;7664.470215
567;7733.220215
568;7707.430176
569;7464.990234
570;7575.020020
571;7566.029785
572;7587.899902
573;7702.310059
574;7691.000000
575;7609.509766
576;7719.250000
577;7862.540039
578;7852.540039
579;7832.399902
580;7814.740234
581;7887.580078
582;7917.339844
583;7892.950195
584;7852.410156
585;7888.790039
586;7888.560059
587;7901.790039
588;7823.549805
589;7818.609863
590;7710.040039
591;7803.540039
592;7771.990234
593;7681.580078
594;7749.450195
595;7684.140137
596;7550.790039
597;7638.390137
598;7754.100098
599;7725.129883
600;7604.270020
601;7690.529785
602;7740.359863
603;7843.879883
604;7842.330078
605;7942.850098
606;7920.209961
607;7942.140137
608;7868.490234
609;7940.330078
610;7874.620117
611;7889.470215
612;7966.720215
613;8029.220215
614;8110.669922
615;8047.509766
616;8083.109863
617;8083.830078
618;8161.169922
619;8210.660156
620;8210.179688
621;8196.030273
622;8219.650391
623;8255.889648
624;8241.910156
625;8263.790039
626;8259.809570
627;8257.830078
628;8315.519531
629;8328.480469
630;8338.740234
631;8283.750000
632;8265.620117
633;8272.049805
634;8371.929688
635;8385.750000
636;8444.709961
637;8403.679688
638;8309.259766
639;8254.740234
640;8296.530273
641;8308.400391
642;8397.370117
643;8362.740234
644;8354.290039
645;8402.610352
646;8466.889648
647;8487.709961
648;8570.330078
649;8575.700195
650;8580.620117
651;8641.290039
652;8678.490234
653;8696.009766
654;8699.509766
655;8778.309570
656;8770.980469
657;8709.730469
658;8733.070313
659;8872.219727
660;8793.900391
661;8848.519531
662;8846.450195
663;8912.370117
664;8989.629883
665;8966.639648
666;9070.650391
667;9033.419922
668;9035.669922
669;9125.000000
670;9173.730469
671;9166.629883
672;9188.580078
673;9216.980469
674;9141.469727
675;8952.179688
676;9090.929688
677;9101.610352
678;9136.089844
679;8991.509766
680;9126.230469
681;9334.059570
682;9367.480469
683;9445.919922
684;9401.099609
685;9516.839844
686;9517.860352
687;9613.200195
688;9595.700195
689;9623.580078
690;9629.799805
691;9718.730469
692;9627.830078
693;9446.690430
694;9079.629883
695;8834.870117
696;8873.759766
697;8436.669922
698;8461.830078
699;8877.980469
700;8594.490234
701;8949.280273
702;8671.660156
703;8530.339844
704;7948.029785
705;8372.269531
706;8006.120117
707;7263.649902
708;7995.259766
709;7020.379883
710;7473.950195
711;7175.180176
712;7288.520020
713;6994.290039
714;7006.919922
715;7553.830078
716;7469.620117
717;7897.129883
718;7588.370117
719;7889.009766
720;7813.500000
721;7486.290039
722;7635.660156
723;7528.109863
724;8081.660156
725;8049.310059
726;8229.540039
727;8238.530273
728;8332.740234
729;8692.160156
730;8591.959961
731;8757.830078
732;8832.410156
733;8726.509766
734;8403.000000
735;8664.639648
736;8641.500000
737;8786.599609
738;8837.660156
739;8677.599609
740;8982.759766
741;9000.509766
742;8718.179688
743;8834.110352
744;8930.620117
745;8984.860352
746;9101.879883
747;9220.349609
748;9298.919922
749;9112.450195
750;9000.080078
751;9094.419922
752;9152.639648
753;9331.929688
754;9298.540039
755;9485.019531
756;9377.990234
757;9413.990234
758;9389.980469
759;9442.049805
760;9416.709961
761;9555.530273
762;9598.889648
763;9657.309570
764;9704.690430
765;9629.660156
766;9824.389648
767;9901.519531
768;9967.169922
769;10094.259766
770;9588.480469
771;9663.780273
772;9776.889648
773;9949.370117
774;9982.480469
775;10012.049805
776;10008.639648
777;10130.330078
778;10209.820313
779;10002.700195
780;10101.830078
781;9849.360352
782;9961.160156
783;10156.849609
784;10279.250000
785;10341.889648
786;10604.059570
787;10524.009766
788;10666.700195
789;10754.589844
790;10836.330078
791;10602.209961
792;10689.519531
793;10701.679688
794;10626.459961
795;10645.219727
796;10952.080078
797;10833.070313
798;10870.750000
799;10580.589844
800;10483.129883
801;10674.379883
802;10532.500000
803;10662.980469
804;10715.509766
805;10905.879883
806;11055.080078
807;11096.540039
808;11125.440430
809;11267.080078
810;11139.389648
811;11085.169922
812;10876.080078
813;11157.719727
814;11178.370117
815;11164.450195
816;11288.570313
817;11399.030273
818;11318.639648
819;11477.049805
820;11555.160156
821;11626.169922
822;11721.809570
823;11971.940430
824;11926.160156
825;11995.849609
826;12110.700195
827;12292.860352
828;12420.540039
829;11771.370117
830;11622.129883
831;11068.259766
832;11395.849609
833;11154.120117
834;11087.400391
835;11277.759766
836;11438.870117
837;11247.599609
838;11080.950195
839;10936.980469
840;10980.219727
841;11186.370117
842;10833.330078
843;10896.469727
844;11151.129883
845;11364.450195
846;11322.950195
847;11418.059570
848;11583.200195
849;11255.690430
850;11509.059570
851;11291.269531
852;11503.190430
853;11550.940430
854;11725.849609
855;12088.110352
856;12083.169922
857;11985.360352
858;11898.570313
859;11852.169922
860;11634.349609
861;11677.839844
862;11665.370117
863;11662.910156
864;11692.570313
865;11504.519531
866;11598.950195
867;11142.759766
868;11350.740234
869;11052.950195
870;11084.759766
871;11279.910156
872;11777.019531
873;12078.070313
874;12091.349609
875;11830.389648
876;11624.290039
877;11892.929688
878;11827.139648
879;11937.839844
880;12013.379883
881;11977.490234
882;11894.709961
883;11985.429688
884;11906.440430
885;11905.940430
886;12079.809570
887;12152.219727
888;12258.209961
889;12268.320313
890;12455.330078
891;12456.410156
892;12467.129883
893;12528.480469
894;12596.469727
895;12635.719727
896;12364.639648
897;12401.740234
898;12375.410156
899;12462.209961
900;12595.919922
901;12668.160156
902;12752.059570
903;12738.179688
904;12690.259766
905;12717.559570
906;12653.139648
907;12711.009766
908;12838.860352
909;12843.490234
910;12845.360352
911;12888.280273
912;12694.660156
913;12802.379883
914;12623.349609
915;12939.570313
916;13105.200195
917;12902.490234
918;12892.089844
